year,disease,happened,population,climate_change,democracy_index,poverty,gdp,life_expectancy,global_health_gdp_average,flights
1934,None,False,2628302800.119156,-2.384727272727261,5.623874680306914,92.25023923444314,-35.518928571426386,50.82664285714145,3.3978571428567648,-60.37777777778865
1935,None,False,2679010277.033066,-2.3450909090908993,5.622474424552438,91.23492822965841,-34.1307142857122,51.087202380951,3.4857142857138967,-59.20944444445513
1936,None,False,2729717753.9469757,-2.3054545454545377,5.621074168797962,90.2196172248739,-32.74249999999802,51.347761904760546,3.573571428571057,-58.04111111112161
1937,None,False,2780425230.8608856,-2.2658181818181617,5.619673913043487,89.20430622008917,-31.354285714283378,51.60832142857009,3.661428571428189,-56.87277777778809
1938,None,False,2831132707.7747955,-2.2261818181818,5.618273657289011,88.18899521530466,-29.966071428569194,51.86888095237964,3.7492857142853495,-55.70444444445502
1939,None,False,2881840184.6887054,-2.1865454545454384,5.6168734015345345,87.17368421051992,-28.57785714285501,52.12944047618919,3.8371428571424815,-54.5361111111215
1940,None,False,2932547661.6026154,-2.1469090909090767,5.615473145780059,86.15837320573542,-27.189642857140825,52.389999999998736,3.924999999999642,-53.36777777778798
1941,None,False,2983255138.5165253,-2.107272727272715,5.614072890025583,85.14306220095068,-25.80142857142664,52.65055952380823,4.012857142856774,-52.19944444445446
1942,None,False,3033962615.430435,-2.0676363636363533,5.612672634271107,84.12775119616617,-24.413214285712,52.911119047617774,4.100714285713934,-51.031111111120936
1943,None,False,3084670092.344345,-2.0279999999999916,5.611272378516631,83.11244019138167,-23.024999999997817,53.17167857142732,4.188571428571066,-49.862777777787414
1944,None,False,3135377569.2582703,-1.98836363636363,5.609872122762155,82.09712918659693,-21.636785714283633,53.43223809523687,4.276428571428227,-48.69444444445389
1945,None,False,3186085046.17218,-1.9487272727272682,5.60847186700768,81.08181818181242,-20.24857142856945,53.69279761904642,4.364285714285359,-47.52611111112037
1946,None,False,3236792523.08609,-1.9090909090909065,5.607071611253204,80.06650717702769,-18.860357142855264,53.953357142855964,4.452142857142519,-46.357777777787305
1947,None,False,3287500000.0,-1.8694545454545306,5.605671355498728,79.05119617224318,-17.472142857140625,54.213916666665455,4.539999999999651,-45.189444444453784
1948,None,False,3338207476.91391,-1.829818181818169,5.604271099744253,78.03588516745845,-16.08392857142644,54.474476190475,4.627857142856811,-44.02111111112026
1949,None,False,3388914953.82782,-1.7901818181818072,5.602870843989776,77.02057416267394,-14.695714285712256,54.73503571428455,4.715714285713972,-42.85277777778674
1950,None,False,3439622430.7417297,-1.7505454545454455,5.6014705882353,76.00526315788943,-13.307499999998072,54.9955952380941,4.803571428571104,-41.68444444445322
1951,None,False,3490329907.6556396,-1.7109090909090838,5.600070332480825,74.9899521531047,-11.919285714283888,55.256154761903645,4.891428571428264,-40.5161111111197
1952,None,False,3541037384.5695496,-1.6712727272727221,5.598670076726348,73.97464114832019,-10.531071428569248,55.51671428571319,4.979285714285396,-39.34777777778618
1953,None,False,3591744861.4834595,-1.6316363636363604,5.5972698209718725,72.95933014353545,-9.142857142855064,55.77727380952274,5.0671428571425565,-38.179444444452656
1954,None,False,3642452338.3973694,-1.5919999999999987,5.595869565217397,71.94401913875095,-7.75464285714088,56.03783333333223,5.1549999999996885,-37.01111111111959
1955,None,False,3693159815.3112946,-1.552363636363637,5.594469309462921,70.92870813396621,-6.366428571426695,56.29839285714178,5.242857142856849,-35.84277777778607
1956,None,False,3743867292.2252045,-1.5127272727272754,5.5930690537084455,69.9133971291817,-4.978214285712511,56.558952380951325,5.330714285713981,-34.67444444445255
1957,Influenza A virus subtype H2N2,True,3794574769.1391144,-1.4730909090908995,5.59166879795397,68.8980861243972,-3.5899999999983265,56.81951190476087,5.418571428571141,-33.506111111119026
1958,Influenza A virus subtype H2N2,True,3845282246.0530243,-1.4334545454545378,5.590268542199494,67.88277511961246,-2.2017857142836874,57.08007142857042,5.506428571428273,-32.337777777785504
1959,None,False,3895989722.966934,-1.393818181818176,5.588868286445018,66.86746411482795,-0.813571428569503,57.34063095237997,5.594285714285434,-31.169444444451983
1960,None,False,3946697199.880844,-1.3541818181818144,5.587468030690542,65.85215311004322,0.5746428571446813,57.60119047618946,5.682142857142566,-30.001111111118462
1961,None,False,3997404676.794754,-1.3145454545454527,5.586067774936065,64.83684210525871,1.9628571428588657,57.861749999999006,5.769999999999726,-28.83277777778494
1962,None,False,4048112153.708664,-1.274909090909091,5.58466751918159,63.821531100473976,3.35107142857305,58.12230952380855,5.857857142856858,-27.664444444451874
1963,None,False,4098819630.622574,-1.2352727272727293,5.583267263427114,62.80622009568947,4.739285714287689,58.3828690476181,5.945714285714018,-26.496111111118353
1964,None,False,4149527107.536484,-1.1956363636363676,5.581867007672638,61.79090909090496,6.127500000001874,58.64342857142765,6.03357142857115,-25.32777777778483
1965,None,False,4200234584.4503937,-1.156000000000006,5.580466751918163,60.775598086120226,7.515714285716058,58.903988095237196,6.121428571428311,-24.15944444445131
1966,None,False,4250942061.364319,-1.11636363636363,5.579066496163687,59.76028708133572,8.903928571430242,59.16454761904669,6.209285714285471,-22.99111111111779
1967,None,False,4301649538.278229,-1.0767272727272683,5.577666240409211,58.744976076550984,10.292142857144427,59.425107142856234,6.297142857142603,-21.822777777784268
1968,Influenza A virus subtype H3N2,True,4352357015.192139,-1.0370909090909066,5.576265984654736,57.729665071766476,11.680357142859066,59.68566666666578,6.3849999999997635,-20.654444444450746
1969,Influenza A virus subtype H3N2,True,4403064492.106049,-0.9974545454545449,5.574865728900259,56.71435406698174,13.06857142857325,59.94622619047533,6.4728571428568955,-19.486111111117225
1970,None,False,4453771969.0199585,-0.9578181818181832,5.5734654731457836,55.699043062197234,14.456785714287435,60.20678571428488,6.560714285714056,-18.317777777783704
1971,None,False,4504479445.933868,-0.9181818181818215,5.572065217391307,54.6837320574125,15.845000000001619,60.467345238094424,6.648571428571188,-17.149444444450637
1972,None,False,4555186922.847778,-0.8785454545454598,5.570664961636831,53.66842105262799,17.233214285715803,60.72790476190397,6.736428571428348,-15.981111111117116
1973,None,False,4605894399.761688,-0.8389090909090982,5.569264705882356,52.653110047843484,18.621428571430442,60.98846428571352,6.82428571428548,-14.812777777783595
1974,None,False,4656601876.675598,-0.7992727272727365,5.56786445012788,51.63779904305875,20.009642857144627,61.24902380952307,6.912142857142641,-13.644444444450073
1975,None,False,4707309353.589508,-0.7596363636363748,5.566464194373404,50.62248803827424,21.39785714285881,61.509583333332614,6.999999999999773,-12.476111111116552
1976,None,False,4758016830.503418,-0.7199999999999989,5.565063938618929,49.607177033489506,22.786071428572996,61.77014285714216,7.087857142856933,-11.30777777778303
1977,None,False,4808724307.417343,-0.6803636363636372,5.563663682864453,48.591866028705,24.17428571428718,62.030702380951595,7.175714285714065,-10.13944444444951
1978,None,False,4859431784.331253,-0.6407272727272755,5.562263427109977,47.576555023920264,25.56250000000182,62.29126190476114,7.263571428571225,-8.971111111115988
1979,None,False,4910139261.245163,-0.6010909090909138,5.560863171355501,46.561244019135756,26.950714285716003,62.55182142857069,7.351428571428357,-7.8027777777829215
1980,None,False,4960846738.159073,-0.5614545454545521,5.559462915601025,45.54593301435125,28.338928571430188,62.81238095238024,7.439285714285518,-6.6344444444494
1981,None,False,5011554215.072983,-0.5218181818181904,5.558062659846549,44.530622009566514,29.727142857144372,63.072940476189785,7.527142857142678,-5.466111111115879
1982,None,False,5062261691.986893,-0.4821818181818287,5.556662404092073,43.515311004782006,31.115357142858556,63.33349999999933,7.61499999999981,-4.297777777782358
1983,None,False,5112969168.900803,-0.442545454545467,5.555262148337597,42.49999999999727,32.50357142857274,63.59405952380888,7.7028571428569705,-3.1294444444488363
1984,None,False,5163676645.814713,-0.4029090909091053,5.553861892583122,41.484688995212764,33.89178571428738,63.85461904761843,7.7907142857141025,-1.961111111115315
1985,None,False,5214384122.728622,-0.3632727272727436,5.552461636828646,40.46937799042803,35.280000000001564,64.11517857142798,7.878571428571263,-0.7927777777817937
1986,None,False,5265091599.642532,-0.3236363636363677,5.55106138107417,39.45406698564352,36.66821428571575,64.37573809523752,7.966428571428395,0.3755555555517276
1987,None,False,5315799076.556442,-0.284000000000006,5.549661125319695,38.438755980859014,38.05642857142993,64.63629761904707,8.054285714285555,1.5438888888847941
1988,None,False,5366506553.470367,-0.24436363636364433,5.548260869565218,37.42344497607428,39.44464285714412,64.89685714285662,8.142142857142687,2.7122222222183154
1989,None,False,5417214030.384277,-0.20472727272728264,5.546860613810742,36.40813397128977,40.83285714285876,65.15741666666617,8.229999999999848,3.8805555555518367
1990,None,False,5467921507.298187,-0.16509090909092095,5.545460358056267,35.39282296650504,42.22107142857294,65.4179761904756,8.31785714285698,5.048888888885358
1991,None,False,5518628984.212097,-0.12545454545455925,5.54406010230179,34.37751196172053,43.609285714287125,65.67853571428515,8.40571428571414,6.217222222218879
1992,None,False,5569336461.126007,-0.08581818181819756,5.5426598465473145,33.362200956935794,44.99750000000131,65.9390952380947,8.493571428571272,7.385555555552401
1993,None,False,5620043938.039917,-0.046181818181835865,5.541259590792839,32.34688995215129,46.385714285715494,66.19965476190424,8.581428571428432,8.553888888885922
1994,None,False,5670751414.953827,-0.006545454545474172,5.539859335038363,31.331578947366552,47.77392857143013,66.46021428571379,8.669285714285564,9.722222222219443
1995,None,False,5721458891.867737,0.03309090909090173,5.5384590792838875,30.316267942582044,49.16214285714432,66.72077380952334,8.757142857142725,10.89055555555251
1996,None,False,5772166368.781647,0.07272727272726343,5.537058823529412,29.300956937797537,50.5503571428585,66.98133333333288,8.844999999999857,12.058888888886031
1997,None,False,5822873845.695557,0.11236363636362512,5.535658567774936,28.285645933012802,51.938571428572686,67.24189285714243,8.932857142857017,13.227222222219552
1998,None,False,5873581322.609467,0.1519999999999868,5.53425831202046,27.270334928228294,53.32678571428687,67.50245238095198,9.020714285714178,14.395555555553074
1999,None,False,5924288799.523392,0.1916363636363485,5.532858056265984,26.25502392344356,54.71500000000151,67.76301190476153,9.10857142857131,15.563888888886595
2000,None,False,5974996276.437302,0.2312727272727102,5.531457800511508,25.239712918659052,56.103214285715694,68.02357142857107,9.19642857142847,16.732222222220116
2001,None,False,6025703753.351212,0.2709090909090719,5.530057544757032,24.224401913874317,57.49142857142988,68.28413095238062,9.284285714285602,17.900555555553638
2002,Severe acute respiratory syndrome (SARS),True,6076411230.265121,0.3105454545454336,5.528657289002556,23.20909090908981,58.87964285714406,68.54469047619017,9.372142857142762,19.06888888888716
2003,Severe acute respiratory syndrome (SARS),True,6127118707.179031,0.3501818181817953,5.52725703324808,22.193779904305302,60.26785714285825,68.8052499999996,9.459999999999894,20.237222222220225
2004,Severe acute respiratory syndrome (SARS),True,6177826184.092941,0.389818181818157,5.525856777493605,21.178468899520567,61.656071428572886,69.06580952380915,9.547857142857055,21.405555555553747
2005,None,False,6228533661.006851,0.4294545454545329,5.524456521739129,20.16315789473606,63.04428571428707,69.3263690476187,9.635714285714187,22.573888888887268
2006,None,False,6279241137.920761,0.46909090909089457,5.523056265984653,19.147846889951325,64.43250000000126,69.58692857142825,9.723571428571347,23.74222222222079
2007,None,False,6329948614.834671,0.5087272727272563,5.521656010230178,18.132535885166817,65.82071428571544,69.8474880952378,9.811428571428479,24.91055555555431
2008,Cholera,True,6380656091.748581,0.548363636363618,5.520255754475701,17.117224880382082,67.20892857142962,70.10804761904734,9.89928571428564,26.078888888887832
2009,Pandemic H1N1/09 virus,True,6431363568.662491,0.5879999999999797,5.5188554987212255,16.101913875597575,68.59714285714381,70.36860714285689,9.987142857142771,27.247222222221353
2010,None,False,6482071045.576416,0.6276363636363413,5.517455242966749,15.086602870813067,69.98535714285845,70.62916666666644,10.074999999999932,28.415555555554874
2011,None,False,6532778522.490326,0.667272727272703,5.516054987212273,14.071291866028332,71.37357142857263,70.88972619047598,10.162857142857064,29.583888888888396
2012,Middle East respiratory syndrome (MERS),True,6583485999.404236,0.7069090909090647,5.514654731457798,13.055980861243825,72.76178571428682,71.15028571428553,10.250714285714224,30.752222222221462
2013,Ebola virus disease,True,6634193476.318146,0.7465454545454264,5.513254475703322,12.04066985645909,74.150000000001,71.41084523809508,10.338571428571356,31.920555555554984
2014,Ebola virus disease,True,6684900953.232056,0.7861818181817881,5.511854219948846,11.025358851674582,75.53821428571518,71.67140476190463,10.426428571428517,33.088888888888505
2015,Ebola virus disease,True,6735608430.145966,0.825818181818164,5.510453964194371,10.010047846889847,76.92642857142982,71.93196428571417,10.514285714285677,34.257222222222026
2016,Ebola virus disease,True,6786315907.0598755,0.8654545454545257,5.509053708439895,8.99473684210534,78.31464285714401,72.1925238095236,10.602142857142809,35.42555555555555
2017,None,False,6837023383.973785,0.9050909090908874,5.507653452685419,7.979425837320605,79.70285714285819,72.45308333333315,10.68999999999997,36.59388888888907
2018,None,False,6887730860.887695,0.9447272727272491,5.506253196930943,6.964114832536325,81.09107142857238,72.7136428571427,10.777857142857101,37.76222222222259
2019,None,False,6938438337.801605,0.9843636363636108,5.504852941176467,5.948803827751362,82.47928571428656,72.97420238095225,10.865714285714262,38.93055555555611
2020,Coronavirus disease 2019 (COVID-19),True,6989145814.715515,1.0239999999999725,5.5034526854219905,4.933492822966855,83.8675000000012,73.2347619047618,10.953571428571394,40.09888888888918
